NRE,MUNICIPIO,CODMEC,ESTABELECIMENTO,STATUS
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,DOIS VIZINHOS,41387031,"PAULO FREIRE, E E-EF",Ativo
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,SALTO DO LONTRA,41089138,"PINHAL DA VARZEA, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,SAO JORGE DO OESTE,41090101,"PIO X, E E C-EF ETI",Ativo
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,NOVA ESPERANCA DO SUDOESTE,41087372,"RIO GAVIAO, E E C DO -EF",Ativo
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,DOIS VIZINHOS,41352777,"SAO FRANCISCO DO BANDEIRA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,SALTO DO LONTRA,41089219,"SEDE DA LUZ, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - DOIS VIZINHOS                        ,DOIS VIZINHOS,41352785,"VINICIUS DE MORAES, C E- C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,RAMILANDIA,41078519,"ALBERTO SANTOS DUMONT, C E C-E F M P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41075919,"ALMIRO SARTORI, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SANTA TEREZINHA DE ITAIPU,41372395,"ANGELO ANTONIO BENEDET, C E C-M-EF M P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,ITAIPULANDIA,41156951,"ARANDU RENDA, E E I-EI EF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SANTA TEREZINHA DE ITAIPU,41078586,"ARCANGELO NANDI, C E C-M EFMP",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41075994,"ARNALDO BUSATTO, C E DR-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41077512,"ARTHUR DA C SILVA, C E C-M MAL-EF M P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MISSAL,41078179,"AURELIO PILOTO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076036,"AYRTON SENNA DA SILVA, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41379004,"BELO HORIZONTE, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MISSAL,41078209,"CAETANO DE CONTO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076354,"CARLOS DRUM DE ANDRADE, C E C-M-EF M P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SANTA TEREZINHA DE ITAIPU,41078624,"CARLOS ZEWE COIMBRA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076125,"CARMELITA S DIAS, C E C-M PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41078900,"CASTELO BRANCO, C E C-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076141,"CASTELO BRANCO, C E C-M PRES-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41378580,"CATARATAS DO IGUACU, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41151585,CEEBJA HELENA KOLODY-EF M,Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41357574,CEEBJA PROF ORIDES B GUERRA-EF M,Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41167406,CENTRO EST EDUC PROFIS DE MEDIANEIRA,Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41374045,CENTRO EST EDUC PROFIS MANOEL M PENA,Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41078942,"COELHO NETO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076265,"COSTA E SILVA, C E C-M PRES-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,ITAIPULANDIA,41076966,"COSTA E SILVA, C E-E F M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MISSAL,41527844,"EDUARDO MICHELIS, C E PE-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MATELANDIA,41077172,"EUCLIDES DA CUNHA, C E-E F M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076389,"FLAVIO WARKEN, C E PROF-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076435,"GUILHERME, C E MONS-EF M ETI PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41389328,"GUSTAVO D DA SILVA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41378571,"IPE ROXO, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41077733,"JOAO M MONDRONE, C E-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076540,"JORGE SCHIMMELPFENG, C E-EF M P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076605,"JUSCELINO K DE OLIVEIRA, C E-EFMNP",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SERRANOPOLIS DO IGUACU,41077776,"KENNEDY, C E C C-M PRES-EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SANTA TEREZINHA DE ITAIPU,41078721,"MANOEL KONNER, C E D-EF M N ETI PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41389336,"MARALUCIA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076648,"MARIANO C PAGANOTO, C E PROF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41144333,"NAIRA FELLINI, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41079116,"NESTOR V DOS SANTOS, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41077903,"OLAVO BILAC, C E-EF M_ETI",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41358686,"PAULO FREIRE, C E-EF M ETI PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SERRANOPOLIS DO IGUACU,41077938,"PEDRO AMERICO, C E C-EF M_ETI",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41079159,"PEDRO II, C E C D-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076710,"PEDRO II, C E DOM-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41079167,"PEDRO V PARIGOT DE SOUZA, C E-EF M PROFI",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41146115,"PIONEIROS, C E-EF M_ETI",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41162048,"POL MILITAR DE FOZ DO IGUACU, C DA-EFMP",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076770,"RIO BRANCO, C E BAR DO-EF M N PROF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MATELANDIA,41077342,"RUI BARBOSA, C E C-EF M_ETI",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41148550,"SANTA RITA, E E C-M-EF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41079230,"SANTA ROSA DO OCOI, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MISSAL,41078462,"SANTOS DUMONT, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MATELANDIA,41077377,"SAO JOAO B DE LA SALLE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41378598,"SOL DE MAIO, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076850,"TAMANDARE, C E ALM-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076869,"TANCREDO DE A NEVES, C E C-M-EF M N P",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MEDIANEIRA,41078101,"TANCREDO NEVES, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MISSAL,41078489,"TANCREDO NEVES, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076877,"TARQUINIO SANTOS, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,SAO MIGUEL DO IGUACU,41409825,"TEKO NEMOINGO, C E IND-EI EF M",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,MISSAL,41078497,"TEOTONIO VILELLA, C E DO C-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,ITAIPULANDIA,41077067,"TIRADENTES, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076885,"TRES FRONTEIRAS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FOZ DO IGUACU                        ,FOZ DO IGUACU,41076893,"ULYSSES GUIMARAES, C E-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,AMPERE,41079523,"AGUA BOA VISTA, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SALGADO FILHO,41088352,"ANCHIETA, C E PE-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BARRACAO,41083334,"ANCHIETA, E E C PE-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080068,"ANTONIO FRANCISCO LISBOA, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089251,"ANTONIO SCHIEBEL, C E-EF ETI EM N P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,AMPERE,41419839,"ANTONIO VIEIRA, E E C PE-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTA IZABEL DO OESTE,41082796,"ANUNCIACAO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,VERE,41090381,"ARNALDO BUSATO, C E-EF ETI EM N P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41085710,"ARNALDO FAIVRO BUSATO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41144058,"BEATRIZ BIAVATTI, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,MARMELEIRO,41086775,"BOM JESUS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BOM JESUS DO SUL,41083385,"BOM JESUS, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,AMPERE,41079590,"CANDIDO PORTINARI, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41085779,"CANGO, E E DA-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,REALEZA,41082249,"CARLOS EDUARDO, C E C-M D-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PEROLA DO OESTE,41080777,"CASTELO BRANCO, C E C -EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080149,"CASTELO BRANCO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,ENEAS MARQUES,41085140,"CASTRO ALVES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PLANALTO,41081250,"CAXIAS, E E C DQ DE -EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,AMPERE,41079612,"CECILIA MEIRELES, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41357477,CEEBJA DE FRANCISCO BELTRAO - EF M,Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41151380,CEEBJA NOVOS HORIZONTES-EF M,Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41357612,CEEBJA SANTO ANTONIO DO SUDOESTE-EF M,Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41374053,CENTRO EST ED PROFIS DO SUDOESTE DO PR,Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080190,"CIRILO, C E PE-EF ETI EM PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41085868,"CRISTO REI, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,VERE,41090454,"DEODORO DA FONSECA, E E DO C MAL -EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,REALEZA,41082290,"DOZE DE NOVEMBRO, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41085906,"EDUARDO VIRMOND SUPLICY, C E DR-EF M P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PEROLA DO OESTE,41080807,"ESQUINA GAUCHA, E E C DE - EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,VERE,41090462,"FEIJO, E E DO C REGENTE-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,REALEZA,41082320,"FLOR DA SERRA, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTA IZABEL DO OESTE,41082990,"GUILHERME DE ALMEIDA, C E-EM ETI N P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089456,"HERVAL, E E C MARQUES DO-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089464,"HUMBERTO DE CAMPOS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41086031,"INDUSTRIAL, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,REALEZA,41082389,"JOAO PAULO II, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41389344,"JOAO PAULO II, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PLANALTO,41081340,"JOAO ZACCO PARANA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PLANALTO,41081366,"JOSE DE ANCHIETA, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PRANCHITA,41081943,"JULIO GIONGO, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41360230,"LEO FLACH, C E PROF-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BARRACAO,41083652,"LEONOR CASTELLANO, C E PROFA-EFM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089545,"MANOEL RIBAS, C E C-M INTERVENTOR-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTA IZABEL DO OESTE,41083105,"MARICA, E E MARQUES DE-EF ETI",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BARRACAO,41083725,"MARIO A T DE FREITAS, C E DR-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41086201,"MARIO DE ANDRADE, C E-EF M N PROF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,MARMELEIRO,41086945,"MARMELEIRO, C E DE-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PLANALTO,41081463,"MIGUEL, E E C IR-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,AMPERE,41352564,"NEREU PERONDI, C E-EF ETI EM N",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,AMPERE,41079728,"NOSSA SRA APARECIDA, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTA IZABEL DO OESTE,41083156,"NOVA ESTRELA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089626,"NOVA RIQUEZA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41386027,"PAULO FREIRE, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089693,"PEDRO II, E E C D-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,ENEAS MARQUES,41085272,"PINHALZINHO, E E C DE-EF ETI",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080475,"PINHEIRO, C E C DE -EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41086449,"REINALDO SASS, C E-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,RENASCENCA,41088280,"RENASCENCA PE J J VICENTE, C E DE-EF M P",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PEROLA DO OESTE,41080971,"REUS, C E PE-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FLOR DA SERRA DO SUL,41085515,"RIO BRANCO, C E BAR DO-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PRANCHITA,41082079,"RIO BRANCO, E E C BAR-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080530,"ROCHA POMBO, C E-EF ETI EM N",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089707,"RODOLFO G DA SILVA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,MANFRINOPOLIS,41088697,"RUI BARBOSA, E E C - EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080556,"RUI BARBOSA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089723,"RUI BARBOSA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PLANALTO,41081560,"SAGRADA FAMILIA, E E C -EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,REALEZA,41082630,"SALTINHO, E E C DE -EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080564,"SANTA CRUZ, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BARRACAO,41083938,"SANTA EMILIA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BELA VISTA DA CAROBA,41081013,"SANTO ANTAO, C E-E F M N ETI",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,MANFRINOPOLIS,41088786,"SAO CRISTOVAO, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,CAPANEMA,41080610,"SAO CRISTOVAO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTA IZABEL DO OESTE,41083253,"SAO JUDAS TADEU, E E C - EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BARRACAO,41084012,"SAO ROQUE, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PLANALTO,41081730,"SAO VALERIO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41086651,"TANCREDO NEVES, C E-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,VERE,41090721,"TANCREDO NEVES, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FLOR DA SERRA DO SUL,41085604,"TATETOS, E E DO C DE - E F",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,SANTO ANTONIO DO SUDOESTE,41089529,"TATIANE CORBARI PICCININI, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,MARMELEIRO,41087151,"TELMO OCTAVIO MULLER, C E-EF ETI N",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PINHAL DE SAO BENTO,41087992,"VARGAS, C E PRES-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,FRANCISCO BELTRAO,41086600,"VICENTE DE CARLI, C E C-M PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,ENEAS MARQUES,41085345,"VISTA ALEGRE, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,PRANCHITA,41082184,"VISTA GAUCHA, E E C DE - EF",Ativo
NUCLEO REG. EDUCACAO - FRANCISCO BELTRAO                    ,BOM JESUS DO SUL,41084128,"XV DE NOVEMBRO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,GOIOERE,41012062,"ANTONIO L BRAGA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,QUARTO CENTENARIO,41012070,"BANDEIRANTES D OESTE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,MARILUZ,41006798,"BOSCO, E E D-EF ETI",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,UBIRATA,41014197,"CARLOS GOMES, C E-EF M P",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,GOIOERE,41012143,"CAXIAS, C E DQ DE-EF EM N PROFIS",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,UBIRATA,41145623,"CECILIA MEIRELES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,GOIOERE,41167180,CENT EST ED PROFIS AGRIC GOIOERE,Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,QUARTO CENTENARIO,41012321,"IV CENTENARIO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,GOIOERE,41147553,"JARACATIA, E E DE-EF",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,GOIOERE,41012372,"JARDIM UNIVERSITARIO, E E-EF",Ativo
NUCLEO REG. EDUCACAO - GOIOERE                              ,JURANDA,41013239,"JOAO MAFFEI ROSA, C E-EF M ETI PROFIS",Ativo
